"Gene ID","source_id","Organism","Product Description","Gene Type","Input ID","Gene Name or Symbol","gene_source_id"
"Tb927.11.740","Tb927.11.740:mRNA","T. brucei brucei TREU927","eukaryotic translation initiation factor 5A","protein coding","Tb927.11.740","EIF5A","Tb927.11.740"
"Tb927.11.7400","Tb927.11.7400:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7400","null","Tb927.11.7400"
"Tb927.11.7430","Tb927.11.7430:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7430","null","Tb927.11.7430"
"Tb927.11.7440","Tb927.11.7440:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7440","null","Tb927.11.7440"
"Tb927.11.7450","Tb927.11.7450:mRNA","T. brucei brucei TREU927","Component of motile flagella 71","protein coding","Tb927.11.7450","CMF71","Tb927.11.7450"
"Tb927.11.7470","Tb927.11.7470:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7470","null","Tb927.11.7470"
"Tb927.11.7480","Tb927.11.7480.1:mRNA","T. brucei brucei TREU927","vacuolar type h+ ATPase subunit, putative","protein coding","Tb927.11.7480","null","Tb927.11.7480"
"Tb927.11.7480","Tb927.11.7480.2:mRNA","T. brucei brucei TREU927","vacuolar type h+ ATPase subunit, putative","protein coding","Tb927.11.7480","null","Tb927.11.7480"
"Tb927.11.7490","Tb927.11.7490:mRNA","T. brucei brucei TREU927","Protein of unknown function (DUF423), putative","protein coding","Tb927.11.7490","null","Tb927.11.7490"
"Tb927.11.750","Tb927.11.750:mRNA","T. brucei brucei TREU927","DNA repair protein, putative","protein coding","Tb927.11.750","null","Tb927.11.750"
"Tb927.11.7500","Tb927.11.7500:mRNA","T. brucei brucei TREU927","Protein of unknown function (DUF423), putative","protein coding","Tb927.11.7500","null","Tb927.11.7500"
"Tb927.11.7520","Tb927.11.7520:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7520","null","Tb927.11.7520"
"Tb927.11.7530","Tb927.11.7530:mRNA","T. brucei brucei TREU927","long-chain-fatty-acid-CoA ligase, putative","protein coding","Tb927.11.7530","null","Tb927.11.7530"
"Tb927.11.7540","Tb927.11.7540:mRNA","T. brucei brucei TREU927","electron-transfer-flavoprotein, alpha polypeptide, putative","protein coding","Tb927.11.7540","null","Tb927.11.7540"
"Tb927.11.7550","Tb927.11.7550:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7550","null","Tb927.11.7550"
"Tb927.11.7560","Tb927.11.7560:mRNA","T. brucei brucei TREU927","Component of motile flagella 15","protein coding","Tb927.11.7560","CMF15","Tb927.11.7560"
"Tb927.11.7580","Tb927.11.7580:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7580","null","Tb927.11.7580"
"Tb927.11.7590","Tb927.11.7590:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7590","null","Tb927.11.7590"
"Tb927.11.760","Tb927.11.760:mRNA","T. brucei brucei TREU927","protein phosphatase 2C, putative","protein coding","Tb927.11.760","null","Tb927.11.760"
"Tb927.11.7600","Tb927.11.7600:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7600","null","Tb927.11.7600"
"Tb927.11.7620","Tb927.11.7620:mRNA","T. brucei brucei TREU927","MSP-A, putative","protein coding","Tb927.11.7620","null","Tb927.11.7620"
"Tb927.11.7750","Tb927.11.7750:mRNA","T. brucei brucei TREU927","MSP-A, putative","protein coding","Tb927.11.7750","null","Tb927.11.7750"
"Tb927.11.7770","Tb927.11.7770:mRNA","T. brucei brucei TREU927","oxidoreductase-like protein","protein coding","Tb927.11.7770","null","Tb927.11.7770"
"Tb927.11.7780","Tb927.11.7780:mRNA","T. brucei brucei TREU927","Mitochondrial import receptor subunit ATOM46","protein coding","Tb927.11.7780","ATOM46","Tb927.11.7780"
"Tb927.11.7790","Tb927.11.7790:mRNA","T. brucei brucei TREU927","Mitochondrial ribosomal protein S16","protein coding","Tb927.11.7790","MRPS16","Tb927.11.7790"
"Tb927.11.780","Tb927.11.780:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.780","null","Tb927.11.780"
"Tb927.11.7820","Tb927.11.7820:mRNA","T. brucei brucei TREU927","endonuclease/exonuclease/phosphatase, putative","protein coding","Tb927.11.7820","null","Tb927.11.7820"
"Tb927.11.7830","Tb927.11.7830:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7830","null","Tb927.11.7830"
"Tb927.11.7840","Tb927.11.7840:mRNA","T. brucei brucei TREU927","ribonucleoside-diphosphate reductase large chain","protein coding","Tb927.11.7840","RNR1","Tb927.11.7840"
"Tb927.11.7850","Tb927.11.7850:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7850","null","Tb927.11.7850"
"Tb927.11.7860","Tb927.11.7860:mRNA","T. brucei brucei TREU927","DNA replication licensing factor MCM2","protein coding","Tb927.11.7860","MCM2","Tb927.11.7860"
"Tb927.11.7870","Tb927.11.7870:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7870","null","Tb927.11.7870"
"Tb927.11.7880","Tb927.11.7880:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7880","null","Tb927.11.7880"
"Tb927.11.790","Tb927.11.790:mRNA","T. brucei brucei TREU927","AGC/RSK family serine/threonine kinase, putative","protein coding","Tb927.11.790","null","Tb927.11.790"
"Tb927.11.7910","Tb927.11.7910:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.11.7910","null","Tb927.11.7910"
"Tb927.11.7920","Tb927.11.7920:mRNA","T. brucei brucei TREU927","SUMO-interacting motif-containing protein","protein coding","Tb927.11.7920","null","Tb927.11.7920"
"Tb927.11.7930","Tb927.11.7930:mRNA","T. brucei brucei TREU927","RNA polymerase B subunit RPB8, putative","protein coding","Tb927.11.7930","RPB8","Tb927.11.7930"
"Tb927.11.7940","Tb927.11.7940:mRNA","T. brucei brucei TREU927","calmodulin, putative","protein coding","Tb927.11.7940","null","Tb927.11.7940"
"Tb927.11.7950","Tb927.11.7950:mRNA","T. brucei brucei TREU927","kinetoplastid-specific dual specificity phosphatase, putative","protein coding","Tb927.11.7950","null","Tb927.11.7950"
"Tb927.11.7960","Tb927.11.7960:mRNA","T. brucei brucei TREU927","kinetoplast poly(A) polymerase 1","protein coding","Tb927.11.7960","KPAP1","Tb927.11.7960"
"Tb927.11.7970","Tb927.11.7970:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.7970","null","Tb927.11.7970"
"Tb927.11.800","Tb927.11.800:mRNA","T. brucei brucei TREU927","prefoldin subunit, putative","protein coding","Tb927.11.800","null","Tb927.11.800"
"Tb927.11.8000","Tb927.11.8000:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8000","null","Tb927.11.8000"
"Tb927.11.8010","Tb927.11.8010:mRNA","T. brucei brucei TREU927","DNA repair protein, putative","protein coding","Tb927.11.8010","null","Tb927.11.8010"
"Tb927.11.8020","Tb927.11.8020:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8020","null","Tb927.11.8020"
"Tb927.11.8030","Tb927.11.8030:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8030","null","Tb927.11.8030"
"Tb927.11.8040","Tb927.11.8040:mRNA","T. brucei brucei TREU927","LSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.11.8040","null","Tb927.11.8040"
"Tb927.11.8050","Tb927.11.8050:mRNA","T. brucei brucei TREU927","Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative","protein coding","Tb927.11.8050","null","Tb927.11.8050"
"Tb927.11.8060","Tb927.11.8060:mRNA","T. brucei brucei TREU927","SNARE associated Golgi protein, putative","protein coding","Tb927.11.8060","null","Tb927.11.8060"
"Tb927.11.8070","Tb927.11.8070:mRNA","T. brucei brucei TREU927","Domain of unknown function (DUF4539), putative","protein coding","Tb927.11.8070","null","Tb927.11.8070"
"Tb927.11.8080","Tb927.11.8080:mRNA","T. brucei brucei TREU927","btb/poz domain containing protein, putative","protein coding","Tb927.11.8080","null","Tb927.11.8080"
"Tb927.11.8090","Tb927.11.8090:mRNA","T. brucei brucei TREU927","protein phosphatase 1, putative","protein coding","Tb927.11.8090","null","Tb927.11.8090"
"Tb927.11.8110","Tb927.11.8110:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8110","null","Tb927.11.8110"
"Tb927.11.8120","Tb927.11.8120:mRNA","T. brucei brucei TREU927","protein transport protein SEC13, putative","protein coding","Tb927.11.8120","null","Tb927.11.8120"
"Tb927.11.8150","Tb927.11.8150:mRNA","T. brucei brucei TREU927","ULK family pseudokinase, putative","protein coding","Tb927.11.8150","null","Tb927.11.8150"
"Tb927.11.8160","Tb927.11.8160:mRNA","T. brucei brucei TREU927","dynein heavy chain, putative","protein coding","Tb927.11.8160","null","Tb927.11.8160"
"Tb927.11.8170","Tb927.11.8170:mRNA","T. brucei brucei TREU927","Mitogen-activated protein kinase 8, putative","protein coding","Tb927.11.8170","MPK8","Tb927.11.8170"
"Tb927.11.8180","Tb927.11.8180:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8180","null","Tb927.11.8180"
"Tb927.11.8210","Tb927.11.8210:mRNA","T. brucei brucei TREU927","RAD50 DNA repair-like protein","protein coding","Tb927.11.8210","null","Tb927.11.8210"
"Tb927.11.8250","Tb927.11.8250:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8250","null","Tb927.11.8250"
"Tb927.11.8260","Tb927.11.8260:mRNA","T. brucei brucei TREU927","carbonic anhydrase-like protein","protein coding","Tb927.11.8260","null","Tb927.11.8260"
"Tb927.11.8270","Tb927.11.8270:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8270","null","Tb927.11.8270"
"Tb927.11.830","Tb927.11.830:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.830","null","Tb927.11.830"
"Tb927.11.8300","Tb927.11.8300:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8300","null","Tb927.11.8300"
"Tb927.11.8310","Tb927.11.8310:mRNA","T. brucei brucei TREU927","class I transcription factor A, subunit 4","protein coding","Tb927.11.8310","CITFA-4","Tb927.11.8310"
"Tb927.11.8330","Tb927.11.8330:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8330","null","Tb927.11.8330"
"Tb927.11.8340","Tb927.11.8340:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.11.8340","null","Tb927.11.8340"
"Tb927.11.8350","Tb927.11.8350:mRNA","T. brucei brucei TREU927","katanin p60 ATPase containing subunit A, putative","protein coding","Tb927.11.8350","KAT60A","Tb927.11.8350"
"Tb927.11.8360","Tb927.11.8360:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.11.8360","null","Tb927.11.8360"
"Tb927.11.8370","Tb927.11.8370:mRNA","T. brucei brucei TREU927","Nucleus and spindle associated protein 1","protein coding","Tb927.11.8370","NuSAP1","Tb927.11.8370"
"Tb927.11.8390","Tb927.11.8390:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8390","null","Tb927.11.8390"
"Tb927.11.8410","Tb927.11.8410:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8410","null","Tb927.11.8410"
"Tb927.11.8420","Tb927.11.8420:mRNA","T. brucei brucei TREU927","DnaJ domain containing protein, putative","protein coding","Tb927.11.8420","J55","Tb927.11.8420"
"Tb927.11.8430","Tb927.11.8430:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8430","null","Tb927.11.8430"
"Tb927.11.8440","Tb927.11.8440.1:mRNA","T. brucei brucei TREU927","haloacid dehalogenase-like hydrolase, putative","protein coding","Tb927.11.8440","null","Tb927.11.8440"
"Tb927.11.8440","Tb927.11.8440.2:mRNA","T. brucei brucei TREU927","haloacid dehalogenase-like hydrolase, putative","protein coding","Tb927.11.8440","null","Tb927.11.8440"
"Tb927.11.8460","Tb927.11.8460:mRNA","T. brucei brucei TREU927","amastin-like protein","protein coding","Tb927.11.8460","null","Tb927.11.8460"
"Tb927.11.8470","Tb927.11.8470:mRNA","T. brucei brucei TREU927","zinc finger protein family member, putative","protein coding","Tb927.11.8470","ZC3H45","Tb927.11.8470"
"Tb927.11.8530","Tb927.11.8530:mRNA","T. brucei brucei TREU927","DNA polymerase kappa, putative","protein coding","Tb927.11.8530","null","Tb927.11.8530"
"Tb927.11.860","Tb927.11.860:mRNA","T. brucei brucei TREU927","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.11.860","null","Tb927.11.860"
"Tb927.11.8680","Tb927.11.8680:mRNA","T. brucei brucei TREU927","DNA polymerase kappa, putative","protein coding","Tb927.11.8620","null","Tb927.11.8680"
"Tb927.11.870","Tb927.11.870:mRNA","T. brucei brucei TREU927","mitochondrial ribosomal protein l23","protein coding","Tb927.11.870","MRPL23","Tb927.11.870"
"Tb927.11.8700","Tb927.11.8700:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8700","null","Tb927.11.8700"
"Tb927.11.8710","Tb927.11.8710:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8710","null","Tb927.11.8710"
"Tb927.11.8720","Tb927.11.8720:mRNA","T. brucei brucei TREU927","Leishmanolysin-like peptidase, putative","protein coding","Tb927.11.8720","null","Tb927.11.8720"
"Tb927.11.8730","Tb927.11.8730:mRNA","T. brucei brucei TREU927","Cell division control protein 48, putative","protein coding","Tb927.11.8730","null","Tb927.11.8730"
"Tb927.11.8770","Tb927.11.8770:mRNA","T. brucei brucei TREU927","ATP-dependent RNA helicase FAL1, putative","protein coding","Tb927.11.8770","FAL1","Tb927.11.8770"
"Tb927.11.880","Tb927.11.880:mRNA","T. brucei brucei TREU927","cyclophilin a","protein coding","Tb927.11.880","CYPA","Tb927.11.880"
"Tb927.11.8810","Tb927.11.8810:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.8810","null","Tb927.11.8810"
"Tb927.11.8820","Tb927.11.8820:mRNA","T. brucei brucei TREU927","glutathionylspermidine synthetase, putative","protein coding","Tb927.11.8820","null","Tb927.11.8820"
"Tb927.11.8830","Tb927.11.8830:mRNA","T. brucei brucei TREU927","Enriched in surface-labeled proteome protein 2","protein coding","Tb927.11.8830","ESP2","Tb927.11.8830"
"Tb927.11.8840","Tb927.11.8840:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.11.8840","null","Tb927.11.8840"
"Tb927.11.8870","Tb927.11.8870:mRNA","T. brucei brucei TREU927","DEAD-box ATP-dependent RNA helicase, mitochondrial","protein coding","Tb927.11.8870","MHEL61","Tb927.11.8870"
"Tb927.11.8880","Tb927.11.8880:mRNA","T. brucei brucei TREU927","tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative","protein coding","Tb927.11.8880","null","Tb927.11.8880"
"Tb927.11.8890","Tb927.11.8890:mRNA","T. brucei brucei TREU927","DNA-dependent RNA polymerases, putative","protein coding","Tb927.11.8890","RPC19","Tb927.11.8890"
"Tb927.11.890","Tb927.11.890:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.890","null","Tb927.11.890"
"Tb927.11.8900","Tb927.11.8900:mRNA","T. brucei brucei TREU927","DPCD protein family, putative","protein coding","Tb927.11.8900","null","Tb927.11.8900"
"Tb927.11.8970","Tb927.11.8970:mRNA","T. brucei brucei TREU927","ribose 5-phosphate isomerase, putative","protein coding","Tb927.11.8970","null","Tb927.11.8970"
"Tb927.11.8980","Tb927.11.8980:mRNA","T. brucei brucei TREU927","Elongation factor G 2, mitochondrial, putative","protein coding","Tb927.11.8980","EF-G2","Tb927.11.8980"
"Tb927.11.8990","Tb927.11.8990:mRNA","T. brucei brucei TREU927","cation transporter, putative","protein coding","Tb927.11.8990","null","Tb927.11.8990"
"Tb927.11.900","Tb927.11.900:mRNA","T. brucei brucei TREU927","isocitrate dehydrogenase, putative","protein coding","Tb927.11.900","IDH","Tb927.11.900"
"Tb927.11.9020","Tb927.11.9020:mRNA","T. brucei brucei TREU927","cation transporter, putative","protein coding","Tb927.11.9020","null","Tb927.11.9020"
"Tb927.11.9080","Tb927.11.9080:mRNA","T. brucei brucei TREU927","Nucleolar protein 136","protein coding","Tb927.11.9080","NOP136","Tb927.11.9080"
"Tb927.11.9120","Tb927.11.9120:mRNA","T. brucei brucei TREU927","SNF2 family N-terminal domain/Ring finger domain containing protein, putative","protein coding","Tb927.11.9120","null","Tb927.11.9120"
"Tb927.11.9130","Tb927.11.9130:mRNA","T. brucei brucei TREU927","Replication factor A protein 1","protein coding","Tb927.11.9130","RPA1","Tb927.11.9130"
"Tb927.11.9150","Tb927.11.9150:mRNA","T. brucei brucei TREU927","Mitochondrial processome subunit 1","protein coding","Tb927.11.9150","MPSS1","Tb927.11.9150"
"Tb927.11.9160","Tb927.11.9160:mRNA","T. brucei brucei TREU927","ATPase-like protein, putative","protein coding","Tb927.11.9160","null","Tb927.11.9160"
"Tb927.11.9170","Tb927.11.9170:mRNA","T. brucei brucei TREU927","DNA topoisomerase III, putative","protein coding","Tb927.11.9170","null","Tb927.11.9170"
"Tb927.11.9200","Tb927.11.9200:mRNA","T. brucei brucei TREU927","methyltransferase domain containing protein, putative","protein coding","Tb927.11.9200","null","Tb927.11.9200"
"Tb927.11.9210","Tb927.11.9210:mRNA","T. brucei brucei TREU927","NOL1/NOP2/sun family, putative","protein coding","Tb927.11.9210","null","Tb927.11.9210"
"Tb927.11.9220","Tb927.11.9220:mRNA","T. brucei brucei TREU927","proteasome regulatory non-ATP-ase subunit 2","protein coding","Tb927.11.9220","RPN2","Tb927.11.9220"
"Tb927.11.9230","Tb927.11.9230:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9230","null","Tb927.11.9230"
"Tb927.11.9250","Tb927.11.9250:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9250","null","Tb927.11.9250"
"Tb927.11.9270","Tb927.11.9270:mRNA","T. brucei brucei TREU927","differentiation inhibitory kinase","protein coding","Tb927.11.9270","ZFK","Tb927.11.9270"
"Tb927.11.9310","Tb927.11.9310:mRNA","T. brucei brucei TREU927","tRNA pseudouridine synthase, putative","protein coding","Tb927.11.9310","null","Tb927.11.9310"
"Tb927.11.9330","Tb927.11.9330:mRNA","T. brucei brucei TREU927","helicase-like protein","protein coding","Tb927.11.9330","null","Tb927.11.9330"
"Tb927.11.9350","Tb927.11.9350:mRNA","T. brucei brucei TREU927","phosphonopyruvate decarboxylase-like protein, putative","protein coding","Tb927.11.9350","null","Tb927.11.9350"
"Tb927.11.9370","Tb927.11.9370:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9370","null","Tb927.11.9370"
"Tb927.11.9430","Tb927.11.9430:mRNA","T. brucei brucei TREU927","TFIIH basal transcription factor subunit","protein coding","Tb927.11.9430","p62","Tb927.11.9430"
"Tb927.11.9470","Tb927.11.9470:mRNA","T. brucei brucei TREU927","ADP-ribosylation factor GTPase activating protein, putative","protein coding","Tb927.11.9470","null","Tb927.11.9470"
"Tb927.11.9520","Tb927.11.9520:mRNA","T. brucei brucei TREU927","DNA topoisomerase III, putative","protein coding","Tb927.11.9520","null","Tb927.11.9520"
"Tb927.11.9530","Tb927.11.9530:mRNA","T. brucei brucei TREU927","14-3-3 protein 1","protein coding","Tb927.11.9530","14-3-3-I","Tb927.11.9530"
"Tb927.11.9540","Tb927.11.9540:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9540","null","Tb927.11.9540"
"Tb927.11.9550","Tb927.11.9550:mRNA","T. brucei brucei TREU927","replication factor C, subunit 4, putative","protein coding","Tb927.11.9550","null","Tb927.11.9550"
"Tb927.11.9560","Tb927.11.9560:mRNA","T. brucei brucei TREU927","oxidoreductase, putative","protein coding","Tb927.11.9560","null","Tb927.11.9560"
"Tb927.11.9570","Tb927.11.9570:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9570","null","Tb927.11.9570"
"Tb927.11.9590","Tb927.11.9590:mRNA","T. brucei brucei TREU927","S-adenosylhomocysteine hydrolase, putative","protein coding","Tb927.11.9590","null","Tb927.11.9590"
"Tb927.11.9600","Tb927.11.9600:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9600","null","Tb927.11.9600"
"Tb927.11.9610","Tb927.11.9610:mRNA","T. brucei brucei TREU927","eukaryotic translation initiation factor 3 subunit i","protein coding","Tb927.11.9610","EIF3I","Tb927.11.9610"
"Tb927.11.9640","Tb927.11.9640:mRNA","T. brucei brucei TREU927","glycyl-tRNA synthetase, putative","protein coding","Tb927.11.9640","null","Tb927.11.9640"
"Tb927.11.9660","Tb927.11.9660.1:mRNA","T. brucei brucei TREU927","Zinc finger, C3HC4 type (RING finger), putative","protein coding","Tb927.11.9660","null","Tb927.11.9660"
"Tb927.11.9660","Tb927.11.9660.2:mRNA","T. brucei brucei TREU927","Zinc finger, C3HC4 type (RING finger), putative","protein coding","Tb927.11.9660","null","Tb927.11.9660"
"Tb927.11.9690","Tb927.11.9690:mRNA","T. brucei brucei TREU927","Spindle pole body protein 1","protein coding","Tb927.11.9690","SPB1","Tb927.11.9690"
"Tb927.11.970","Tb927.11.970:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.970","null","Tb927.11.970"
"Tb927.11.9710","Tb927.11.9710:mRNA","T. brucei brucei TREU927","60S ribosomal protein L10a, putative","protein coding","Tb927.11.9710","RPL10A","Tb927.11.9710"
"Tb927.11.9760","Tb927.11.9760:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9760","null","Tb927.11.9760"
"Tb927.11.9780","Tb927.11.9780:mRNA","T. brucei brucei TREU927","Nucleoporin NUP119","protein coding","Tb927.11.9780","NUP119","Tb927.11.9780"
"Tb927.11.9790","Tb927.11.9790:mRNA","T. brucei brucei TREU927","calmodulin, putative","protein coding","Tb927.11.9790","null","Tb927.11.9790"
"Tb927.11.980","Tb927.11.980:mRNA","T. brucei brucei TREU927","Nucleoporin NUP158","protein coding","Tb927.11.980","NUP158","Tb927.11.980"
"Tb927.11.9800","Tb927.11.9800:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9800","null","Tb927.11.9800"
"Tb927.11.9810","Tb927.11.9810:mRNA","T. brucei brucei TREU927","NUDIX hydrolase 3, putative","protein coding","Tb927.11.9810","Nudix3","Tb927.11.9810"
"Tb927.11.9820","Tb927.11.9820:mRNA","T. brucei brucei TREU927","TZ ciliopathy protein (tectonic), putative","protein coding","Tb927.11.9820","null","Tb927.11.9820"
"Tb927.11.9830","Tb927.11.9830:mRNA","T. brucei brucei TREU927","LSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.11.9830","null","Tb927.11.9830"
"Tb927.11.9840","Tb927.11.9840:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9840","null","Tb927.11.9840"
"Tb927.11.9850","Tb927.11.9850:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9850","null","Tb927.11.9850"
"Tb927.11.9860","Tb927.11.9860:mRNA","T. brucei brucei TREU927","EF-hand domain pair, putative","protein coding","Tb927.11.9860","null","Tb927.11.9860"
"Tb927.11.9870","Tb927.11.9870:mRNA","T. brucei brucei TREU927","Telomere-associated protein 1","protein coding","Tb927.11.9870","TelAP1","Tb927.11.9870"
"Tb927.11.9880","Tb927.11.9880:mRNA","T. brucei brucei TREU927","Protein of unknown function (DUF2009), putative","protein coding","Tb927.11.9880","null","Tb927.11.9880"
"Tb927.11.9890","Tb927.11.9890:mRNA","T. brucei brucei TREU927","signal recognition particle receptor alpha subunit, putative","protein coding","Tb927.11.9890","null","Tb927.11.9890"
"Tb927.11.9900","Tb927.11.9900:mRNA","T. brucei brucei TREU927","phytoene synthase, putative","protein coding","Tb927.11.9900","null","Tb927.11.9900"
"Tb927.11.9920","Tb927.11.9920:mRNA","T. brucei brucei TREU927","polyubiquitin, putative","protein coding","Tb927.11.9920","null","Tb927.11.9920"
"Tb927.11.9940","Tb927.11.9940:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9940","null","Tb927.11.9940"
"Tb927.11.9950","Tb927.11.9950:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.11.9950","null","Tb927.11.9950"
"Tb927.11.9970","Tb927.11.9970:mRNA","T. brucei brucei TREU927","Small acidic protein family, putative","protein coding","Tb927.11.9970","null","Tb927.11.9970"
"Tb927.11.9980","Tb927.11.9980:mRNA","T. brucei brucei TREU927","2-oxoglutarate dehydrogenase E1 component, putative","protein coding","Tb927.11.9980","null","Tb927.11.9980"
"Tb927.2.100","Tb927.2.100:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 1 (RHS1), putative","protein coding","Tb927.2.100","null","Tb927.2.100"
"Tb927.2.1060","Tb927.2.1060:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 1 (RHS1), interrupted","protein coding","Tb927.2.1060","null","Tb927.2.1060"
"Tb927.2.1080","Tb927.2.1080:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 5 (RHS5), putative","protein coding","Tb927.2.1080","null","Tb927.2.1080"
"Tb927.2.1100","Tb927.2.1100:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 3 (RHS3), degenerate","protein coding","Tb927.2.1100","null","Tb927.2.1100"
"Tb927.2.1110","Tb927.2.1110:pseudogenic_transcript","T. brucei brucei TREU927","DNA-directed RNA polymerase III subunit 2, pseudogene, putative","protein coding","Tb927.2.1110","null","Tb927.2.1110"
"Tb927.2.1120","Tb927.2.1120:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 4 (RHS4), point mutation","protein coding","Tb927.2.1120","null","Tb927.2.1120"
"Tb927.2.1140","Tb927.2.1140:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 3 (RHS3), interrupted","protein coding","Tb927.2.1140","null","Tb927.2.1140"
"Tb927.2.1160","Tb927.2.1160:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate","protein coding","Tb927.2.1160","null","Tb927.2.1160"
"Tb927.2.1170","Tb927.2.1170:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 5 (RHS5), putative","protein coding","Tb927.2.1170","null","Tb927.2.1170"
"Tb927.2.1180","Tb927.2.1180:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 3 (RHS3), putative","protein coding","Tb927.2.1180","null","Tb927.2.1180"
"Tb927.2.1210","Tb927.2.1210:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 4 (RHS4), putative","protein coding","Tb927.2.1210","null","Tb927.2.1210"
"Tb927.2.1250","Tb927.2.1250:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.2.1250","null","Tb927.2.1250"
